Character,Line
, I'm eating waffles.
," Bacon and eggs, please and thank you."
,  You belong somewhere you feel free    
,"
                "
,Season: 6 Episode: 14
,"""Leslie Knope and Ben Wyatt were married ""one year ago this week at the Pawnee city hall."
,"""The bride wore a gown made by her friend Ann Perkins."
,"""And the groom wore a butt so perfect it could make an angel hang itself."
,"""  You wrote this, didn't you?"
,I did.
,They cut it way down.
,Thank God.
,"Okay, so, the big day is tomorrow."
,So let's go over this again.
,What are the anniversary rules?
,At lease 100 kisses.
,Dinner at 7:00.
,And no gifts.
,"That's right, no gifts."
,No gifts.
,No gifts.
,"Oh, I'm getting him a gift."
,I always say that I'm not gonna get him a gift.
,And Ben always believes me.
,"And then, bam, I surprise him with the best gift of all time."
,"He makes the cutest, dopiest face when he's surprised."
,It's like Whaaaat?
,I'm not gonna make my stupid surprise face this year because this time I got her the most amazing gift ever.
,"And she'll never see it coming because I'm giving it to her today, one day early."
,So she's gonna make the face this year.
,She will make that stupid face!
,Additional support for Pawnee Public Radio comes from the Edgar C.
,and Janis R.
,Lumway Foundation and the Richard and Lois Wallenberg Foundation Foundation dedicated to the idea that all human beings deserve a chance to hear about foundations.
,Welcome to Thought For Your Thoughts.
,"I'm your Pawneean host, Derry Murbles."
,"And I'm your Eagletonian host, August Clementine."
,"Yes, if you have not heard our program in a while, Thought For Your Thoughts now has a cohost, thanks to the PawneeEagleton merger I believe that is the EagletonPawnee merger, n'estce pas?"
,I'd like to apologize to our listeners for my cohost's sudden and violent outburst just now.
,Our guest is former city councilwoman Leslie Knope.
,"Leslie, thought  For your thoughts."
,I said it.
,"Absorb the aggression, Derry."
,Absorb the aggression.
,"Well, I just want to say thank you so much for having me."
,It's a thrill to be here.
,"As a listener, I think the merging of your two shows has really created such a big, quiet, arcane ball of fun."
,It's been a couple of months since Pawnee and Eagleton officially merged.
,Things are going okay.
,There's still a little animosity between the two towns.
,I haven't seen Pawneeans this mad since Frankie's discontinued their pizzastuffedcrust pizza.
,It was a pizza whose crust was stuffed with little pizzas.
,And the crust of those little pizzas was made of chocolate.
,Ms.
,"Knope, I understand you're here today to try to convince us that this disastrous merger of our two towns was, in any way, a good idea."
,"Yes, there were some bumps and bruises."
,And a brief rash of arson.
,And a rather largescale brawl at the dump.
,"But overall, the state of the merger is very strong."
,Scoff.
,"Did you just say the word ""scoff""?"
,"You must admit, Ms."
,"Knope, that the merging of the towns has been fraught with antipathy."
,"For example, I now have to share my studio with a fatuous twerp who shall remain nameless."
,This twerp has a name.
,And it's August N'gutu LiebowitzClementine.
,Guys Hello.
,Thank you so much for letting me help plan your anniversary.
,It is so wonderful to be part of such a special day.
,"Okay, remember, under no circumstances can Leslie know about what's going on."
,"She has to make that face, do you understand?"
,"No, I don't fully, but my lips are sealed."
,"I asked for Larry's help because he has the most successful marriage of anyone I know, to a gorgeous woman."
,"Which, honestly, is still a mystery to me."
,"Like, was it a hypnosis accident or something, where they put Gayle under and made her fall in love with Larry and never said the magic word to snap her out of it?"
,"Like, if I say ""nutmeg,"" will she wake up and start screaming?"
,What kind of pet are you interested in adopting?
,"We have dogs, cats, rabbits."
,"Um, I work here, so, legally, you can adopt me."
,The girls want an actual dog.
,And they want it to look like this.
,Interesting.
,"So, like a banana made of spiders?"
,"I've said it before and I'll say it again, children are terrible artists."
,And artists are crooks.
,I think I know a good dog.
,There he is!
,"Ron, how about this guy?"
,"Yes, he is a handsome fellow."
,"Hello, dog."
,I'll take him.
,That was easy.
,Awesome.
,"Well, Donna can help you get started on the paperwork."
,Donna?
,"""Why lie?"
,I'm shopping.
,Back in an hour.
,""" Ugh!"
,"God, she's always just leaving and not telling me."
,"Hello, caller."
,You have a comment?
,"Yeah, ever since the merger, we've had a really bad trash problem."
,"Well, yes, there has been some confusion with some of the garbage routes."
,And the Sanitation Department is stretched a little thin.
,"No, I mean Eagletonians are human garbage."
,And we should throw them in a dumpster.
,Kapow!
,"Yeah, I really like the merger, but I hate that Eagleton was forced to join Pawnee."
,"Well, that's what the merger is."
,Oh.
,"Yeah, then I hate the merger."
,I think the merger was great.
,And I think Leslie Knope did an amazing job.
,"I don't know who this is, but I agree."
,It's Andy!
,Hey.
,I'm on the radio!
,That's all the time we have on Thought For Your Thoughts.
,I'm Derry Murbles.
,And I'm August Clementine.
,And I talked last.
,Good day.
,Is this land mine still functional?
,Partially.
,Why?
,Because I want to blow up Donna's desk so I can teach her a lesson about what happens when you skip work.
,I'm not sure that's how you should go about this.
,"I'm kind of her boss, now, but I still feel weird disciplining her."
,What do I do?
,Look her in the eyes and tell her exactly what you need from her.
,"Be mature, direct, and firm."
,What?
,Some fool just slammed me on Yelp.
,I took Ron's advice.
,I very maturely and straightforwardly left anonymous comments about Donna online.
,"""Stopped by to adopt a dog, ""but the employee, Donna Meagle, ""was nowhere to be found."
,"Thanks for nothing, Donna Meagle."
,Booooo!
,""" With five ""O""s."
,"Oh, my God, that sucks."
,"Just have to work harder, I guess, huh?"
,This freak thinks he can hide behind some anonymous user name?
,I'm about to hunt you down.
,"Don't be upset, Leslie."
,No one listens to the radio.
,I wasn't even listening.
,I was listening to podcasts.
,Podcasts are great.
,Radio is boring.
,"Tom, this merger needs a win something symbolic and bright and happy that will show that there's light at the end of the tunnel."
,"God, I am so stressed."
,"Uh, Leslie, may I borrow you for a second?"
,Something very special to show you.
,"Now is not the time, Larry."
,Please leave.
,I think you  Larry!
,What are you still doing here?
,"Aw, jeez."
,Okay.
,I just wish Pawnee and Eagleton were as happy as Ben and me.
,"Yeah, by the way, I was gonna mention, you look really old in this picture."
,What?
,"Andy, this is a picture of us."
,This is a picture of an elderly couple.
,Rosie and Doug DeMarco.
,They've been married for 50 years.
,"""Rosie Hails from Pawnee, while Doug is originally from the former Eagleton."
,""" Oh, my God, this is perfect."
,A PawneeEagleton couple that has been married for 50 years is a perfect symbol of how our towns can get along.
,And we are gonna hold them up as an example of PawneeEagleton unity.
,Whoo!
,I'm getting the epiphany sweats.
,Stop where you are and take off your clothes.
,It's couples massage.
,Ugh.
,Where's Leslie?
,"Oh, well, she seemed kind of stressed out."
,"And then she yelled at me, and she said she was too busy to come."
,"And since you had said do not tell her the secret  under any circumstances  Aw, man."
,"Well, that's a danger of doing things a day early, I guess."
,Should I text her and try again?
,"Why don't you just go ahead and get your massage, and then hopefully we can get her in for the next thing."
,Okay.
,I have been kind of tense lately.
,Just thinking about the new Star Wars sequel.
,I'm afraid they're gonna rely too heavily on CGI.
,And I'm carrying it all in my shoulders.
,Just you?
,You paid for a couple.
,"Well, can't believe I'm saying this, but, uh Larry, would you like to get a couples massage with me?"
,I would love to.
,Are we sure we should do this?
,"Last time we scared an old person, Larry had a heart attack."
,That was awesome.
,He farted so much.
,"Okay, look, obviously, we don't really know these people, so let's keep things fun and positive and celebratory, and mergery."
,Can I help you?
,"Hello, Mrs."
,"DeMarco, I am Leslie Knope, and we saw your announcement in the newspaper and we would love to treat you and your husband to a very special day."
,All right.
,How much money did we win?
,"Oh, no, you didn't win any money, you won something better than money."
,A golden anniversary celebration.
,So no money.
,"No, and I'm now just realizing how misleading this giant check it."
,Told you.
,"Yes, you did, Tom."
,Thank you.
,Now is not the time.
,We Hey!
,Hey!
,We'll give you some money.
,Okay?
,"Here, here's some money."
,Everybody give 'em money.
,"I got football cards, and a travel mouthwash."
,Wow!
,That's great!
,Let's get started!
,Just give me the IP address of the dude that gave me that crackedout Yelp review.
,"Okay, here we go."
,The IP address says it came from someone inside city hall.
,In this building?
,"Oh, hell, no."
,"Well, who cares, really?"
,It's just some dumb internet person.
,Ignore it.
,Ignore it?
,I'm about to come down on this dude like Thor's hammer Mjolnir.
,I'm about to go Mjolnir on his ass!
,"Speaking of bad reviews Computers are mostly pointless, but that Yelp thing gave me a great idea on how to criticize people and places."
,"I am composing stronglyworded letters about things I disapprove of, and I am using the internet to get addresses where I can send them."
,"So far I've written to a vegetable farm, several European ambassadors, a manufacturer of male cologne, and a nonfat frozen yogurt bar."
,"""Dear frozen yogurt, you are the celery of desserts."
,Be ice cream or be nothing.
,Zero stars.
,""" Oh, I cannot wait for Leslie to see this surprise."
,I am so prepared.
,I watched Enchanted three times to get all the details right.
,"And then another two times, because that movie is amazing."
,"Oh, it really is."
,Hello?
,"Oh, hey, Leslie."
,You want to go grab lunch together?
,I'm out front.
,Super casual.
,"I'm sorry, babe."
,I'm not even in my office.
,I'm out saving the merger.
,Can it wait?
,"Oh, yeah."
,"Yeah, yeah, yeah."
,No worries.
,"Okay, great."
,I'll see you at dinner.
,I love you.
,"Oh, boy."
,"Well, it's not too late to cancel the waffle buffet or the Hilary impersonator, but a lot of these deposits were nonrefundable."
,"Hey, Larry."
,You up for a boys' day out in a horsedrawn carriage?
,Sure.
,What the heck?
,"Well, thus begins our enchanted adventure."
,"God, that movie really was amazing."
,And you know what doesn't get enough credit in that movie?
,The score.
,Music.
,"Good sir, tally ho."
,"God, that from the movie!"
,That is definitely from the movie.
,"Okay, you two, head on up there."
,We are gonna recreate your wedding photo from 50 years ago.
,"Okay, let's relive that day."
,Only this time could we shave her moustache?
,"Oh, boy."
,I don't know.
,I'm kind of worried about putting these two on live TV.
,They're sort of grumpy.
,Why are we wasting our time with these old people anyway?
,They're like the old version of iTunes.
,"We're like the new version of iTunes, baby."
,We're gonna be here forever.
,"Oh, my God."
,I'm gonna die someday.
,"Well, let's just hope that deep down these two still love each other."
,"Hey, no touching."
,This is not your birthday.
,"Now, you see, the trick with paella is to use just enough saffron  to complement the shellfish."
,Okay.
,"Oh, man, that is so good."
,"Oh, yeah."
,"Wow, isn't this exciting?"
,"In just a few minutes, you are going to be professing your love on television."
,Could I have a glass of water before we go on?
,Don't give him any water.
,"He does this annoying thing where every time he takes a drink of water he goes, ""Ah"" She does this annoying thing where every time she takes a drink of water she is an old nag."
,"Ah, the playful banter of a couple on the same team."
,"That's what this is, right?"
,"All right, let's burn this candle."
,"Joan, if we could just have a moment."
,We need to get ready.
,"Oh, no, no."
,We gotta go.
,"Yeah, the uppers are kicking in."
,"Just took some ludes to kind of smooth it out, so I'm right in that sweet spot."
,"Got about 20 minutes before I either get really tired or really horny, so let's roll."
,"Dougie, are you sure you want to go on television?"
,You look like a leather glove got caught in a lawnmower.
,"Okay, you know what?"
,I'm going to admit something.
,"I orchestrated the PawneeEagleton merger, and I was hoping that your marriage could show people that a happy union is possible."
,"So when you're out there, if you could just, you know, look back over the past and focus on the good times, okay?"
,"Donna, you wanted to see me?"
,"Yes, I did, troll."
,What?
,"You tried to adopt a cat last week and I turned you down, because I thought it was too sad for you to have six cats."
,Then you tried to blow up my spot online.
,You're fired.
,"You're not my boss, I work for the city attorney's office."
,You're fired.
,How much postage does it take to send a letter to Canada?
,Who's it going to?
,Canada.
,"It says, ""Dear Canada, you."
,""" Doug and Rosie DeMarco, Ahh."
,Tell us how you first met.
,"Well, it was 1963, and we met, and it was great."
,Isn't love grand?
,to bridge the meaningless divide between Pawnee and Eagleton.
,"Yeah, my show, my questions."
,So what is the secret sauce that we should all be putting on our marriage burgers?
,"Well, we never go to bed angry."
,"Never, ever would have thought of that."
,Ahh.
,Okay.
,I can't do this.
,"Leslie, you can keep your money."
,Mmoney?
,Did you bribe them to be here?
,"No, I Leslie offered us each  Ah  But it's impossible."
,You want to know why we got married?
,Bring it.
,"I had no prospects, and Dougie here had an alcohol problem."
,"Plus the Cold War was happening, and frankly, we all thought we were gonna die."
,"Well, I figured I could really tick off my parents by shacking up with some Pawnee trash."
,Yatatatata.
,Okay.
,"We all agree that marriages have their ups and downs, but at the end of the day, they're worth it because Who likes tap dancing?"
,I slept with Sharon in 1979.
,I used to get out of the shower in front of your brother on purpose.
,"Hey, Leslie, who cares?"
,They're old people.
,"They eat, they sleep, they complain, and they watch Family Feud."
,"Oh, my God, I wanna be an old person."
,"Gah, I don't know what to do."
,I wish Ben was here.
,What is he doing right now?
,"Oh, man!"
,You did good!
,Larry!
,Whoa!
,Wow.
,Thank you.
,Can I help you?
,"Yeah, I own Lettuce Eat, the vegan restaurant on Lowell Drive, and I wanted to know why you nailed this letter to my door."
,"""Veganism is the sad result ""of a morally corrupt mind."
,Reconsider your life.
,""" Because I believe it."
,Good day.
,Carnivores.
,You're all the same.
,How did that guy know where to find you?
,I assume he saw my name and address at the bottom of the letter I nailed to his door.
,You signed your real name?
,Of course I did.
,What's gonna happen?
,A vegan is gonna physically attack me?
,They're basically made of glass.
,"But more importantly, if you believe in something, you sign your name to it."
,Which is why the makers of carbonated water will soon know exactly where to find me.
,"Donna, Kyle did not write those things, okay?"
,I did.
,I know.
,You do?
,I checked what else that user had written.
,"It was a review of a funeral home that said ""Great first date spot."
,""" I dragged Kyle in here to see if you would come clean."
,"Well, you overestimated how much I care what happens to Kyle."
,"Or anyone, really."
,But I'm sorry that I didn't just talk to you.
,And I'm sorry I bailed on work.
,And I'm sorry I toyed with you instead of coming at you straight.
,"From now on, we say what we feel."
,Cool?
,Cool.
,Your lipstick looks weird.
,You're gonna want to shut your mouth right now.
,Good talk.
,I don't know.
,Maybe Pawneeans and Eagletonians aren't meant to coexist.
,"Well, at least our merger is going well."
,Cheers.
,Cheers.
,"You know, Andy and Tom were right when they said the DeMarcos don't matter."
,Their generation's the past.
,The way to make this merger take hold is to focus on the future.
, Of course.
, The children.
, The children are our future.
," Whitney Houston knew it, and so do you, and so do I."
, I'm gonna need your help on something.
, - I think we should go to work - Oh.
, But not now.
, We're having dinner.
," Damn, this paella is good."
, Did you put saffron in here? It makes the shellfish taste delicious.
, Yes.
," Yes, it does."
," Okay, the people in this room are the first members of the Pawnee-Eagleton Youth Committee."
," Now, April says that young people think the word ""committee"" is lame, so let's just think of this as a like a super chill, fun e-hangout."
, Worse.
, That's worse.
," Okay, new people."
, Let's introduce ourselves.
, Craig Middlebrooks.
," Samantha in the boardroom, Miranda in the bedroom."
," I know it's not ideal, but it's who I am."
, This is my friend Madison.
, She's amazing.
, And she drove me here! Okay.
, This group has an incredibly important job.
, You need to figure out how to hold this town together.
," You are going to meet twice a week and you're here because of your energy, and your youth, and for some of you, your mental age, and you're going to find a way to make this merger stick."
, So we are gonna order you some 'zzas.
, You get to B.
,S.
,#NAME?
, Just chill.
, Peace out.
," Okay, so it's been an hour."
," From out there, it looks like you guys were having some fun, getting to know each other."
, So why don't we call this first meeting a success and then we'll get together later in the week.
," Hold up, sweet pea."
, We have an idea.
, It's called the Unity Concert.
, It's a massive music and arts festival to celebrate the merger.
, We get artists and musicians from both towns to come together.
," It's gonna be like a giant Woodstock, except for instead of everybody rolling around in mud, they'll be rolling around in happiness."
, Or maybe mud.
, I don't know.
, I can't control the weather.
, We want to have a bunch of different band stages.
," You know, people will go to parts of the town they don't usually go to."
," Plus, we'll have tents for art exhibits and panels, and maybe a short film festival."
, Donna said she might be able to get Ginuwine.
, That's given me a reason to live.
," Yeah, it's not like everyone's gonna suddenly start holding hands and making out, but we figure, why not throw a big three-day outdoor party, show everyone a good time, and maybe they'll forget about this stupid stuff."
," What do you think? I don't I don't I don't even You know what I mean? What's wrong with her? Why is making those noises? Oh, right, you don't know Leslie."
, That means she loves it so much she can't speak.
," You guys, that's like I don't know Amazing."
, Like what you do there.
, Happy anniversary.
, So I know we agreed on no gifts.
, - What? - But I did get you a gift.
, - No.
," - A bunch of them, actually."
," I was gonna surprise you with them yesterday, but they never reached you."
, Ahem.
," Oh, my eff-ing God."
, You planned all of this for me? An enchanted carriage? This is amazing.
," Oh, and your scrapbook instincts are really good."
," I mean, this is a little rough, but you have a lot of talent here."
," Oh, I can't believe I actually defeated Leslie Knope at a gift exchange."
," - Yes! - Uh, yeah."
, About that.
, Happy anniversary.
, It's the Iron Throne.
, Ohh! It's the Iron Throne.
," Yes, it is."
, I had a guy at the model store make a replica.
, He's a bigger Game of Thrones fan than you are.
," Okay, I know I'm making that dumb surprise face, but I can't help it."
," This is the greatest gift I've ever received, Leslie."
," When you play the game of thrones, you win or you die."
, Yes.
, No.
, Yes.
, No! Come here.
," Come hither, peasant."
, Come here.
, Who are you? Our starship is in trouble.
," Okay, Leslie, listen."
, If you're not if you don't know what you're talking about   
,"
                "
,Season: 6 Episode: 15
,"Okay, Ron."
,Enough's enough.
,Let's talk plans for Diane's baby shower.
,"Dear God, woman."
,"Three main activities baby bingo, baby food tasting, and my personal favorite baby onesie decorating station."
,I'm gonna make mine look like an astronaut.
,"What are you doing up there in space, baby?"
,Ah!
,So cute!
,Okay.
,I have some gift ideas.
,I was looking at a very adorable stroller.
,We already have a stroller.
,"Oh, shoot."
,Really?
,I'm gonna have to think of something else.
,"Oh, my God, whose baby is that?"
,That would be mine.
,"Guys, get in here!"
,Ron has a baby!
,"Oh, Ron, cool baby."
,"Thank you, Andrew."
,"Everyone, I'd like to introduce you to my son, John middle name redacted Swanson."
,"John was born some time ago, weighing multiple pounds and several ounces."
,"Much like his father, he is a fan of silence."
,Please keep your voices down.
,"How am I supposed to keep my voice down when you had your baby, and you didn't tell me that you had your baby?"
,Why would you need to know something like that?
,"Why would I oh, my God."
,I have not even sent Diane a gift.
,"She's just walking around, wondering why I haven't sent her a gift yet."
,Should we do something?
,Just let her tire herself out.
,"If you need anything from us, Ron, please just let us know."
,Actually there is something.
,Could one of you please stop by the pet store and pick up some fish food for me?
,When did you get a fish?
,"Okay, youth committee."
,Update on the unity concert.
,Madison.
,"So far, 12 bands have said yes."
,And we asked them all to submit a song for the new town anthem contest.
,I think we should book Orin as a headliner.
,I think it's a nobrainer.
,"Um, he dislocates his shoulder to the music of Billy Joel."
,"The Pawnee Journal called it, ""Why would anyone do this?"
,""" Stop suggesting Orin."
,"Craig, any update on the art tents?"
,signed up to show their work.
,"It was going to be 15, but then this one guy described himself as ""Jackson Pollockesque"" and I told him that's finger painting for adults and I hate it!"
,"The PawneeEagleton merger has made for a rough year, both for me and for the town."
,"But if I can pull off this unity concert and prove that this merger was a success, Pawnee might once again tolerateslashignore me."
,"I know that sounds bad, but for a politician it's pretty much the bestcase scenario."
,You guys might as well be a pile of leaves because you're about to get blown away.
,I have booked a meeting with none other than Grant Larson.
,No one knows who that is?
,"Um, I do."
,"""Grant Larson,"" otherwise known as Elton John."
,"Congratulations, Leslie."
,"No, Grant Larson is the director of the Midwest branch of the National Park Service."
,He's basically the Liam Bonneville of the Midwest.
,Liam Bonneville?
,The department of the interior's resident bad boy?
,"He's basically the Tim Dweck Okay, never mind."
,I have asked Grant to declare Eagleton Hills a national park as the grand finale of our unity concert.
,"Great idea, Leslie."
,"And with that update, the Pawnee new founder's day unity concert is now officially ahead of schedule!"
,And that banner unfurling marks the 100th time that one of my projects has been ahead of schedule.
,"This is your chance to put your names on the Pawnee unity concert, the biggest event of 2014 besides the unveiling of Tricia's new highlights."
,You think I wouldn't notice?
,"You look fly as hell, girl!"
,"This unity concert needs corporate sponsorship, so Ben and I are meeting with local bigwigs."
,I'm gonna do what I do best lock down deals.
,And dorkasaurus over here is gonna handle the boring stuff.
,You said you genuinely valued my business acumen.
,"Also, I'm your boss."
,"Oh, my God, he's so cute."
,You're the cutest little boobear I've ever seen.
,You are the world's most adorable baby and I love you!
,You are so freaking precious!
,Look what Gayle made for the baby.
,"It says ""Property of Pawnee government."
,""" Isn't that adorable?"
,"Come on, John."
,Jeez.
,Here we are the park that borders Pawnee and Eagleton.
,This is the perfect place for the press conference to announce our unity concert.
,"People are gonna clap, they're gonna cheer."
,Today might be the day that I finally crowd surf.
,I should probably empty my pockets just in case.
,"Hey, one question."
,"Um, where do you think you're gonna stand, in front of the graffiti that says ""Pawnee, you suck,"" or ""Go home, Eagleton snobs""?"
,I painted over that graffiti a week ago.
,These people are the worst!
,I cannot announce a unity concert in front of a picture of a bald eagle giving the middle finger.
,"Yeah, you probably wanna stand to the side so people can see it."
,"You know, why do we even have this wall?"
,"We're supposed to be uniting the two towns, and this literally divides them."
,We should just knock it down.
,"On it, boss."
,Ahh!
,Ow.
,The koolaid guy makes it look so easy.
,"In the time I've worked here, I've taken great pains to see as little of this building as possible."
,"Turns out the third floor is silent, empty, and completely free of government work."
,I can't think of anything more beautiful to share with my son.
,If I had a toolbox I could take care of that faulty radiator.
,Ooh!
,This place is a paradise!
,"Nicely done, Tom."
,We have 15 sponsorship offers.
,Make that 16.
,Mitch Savner.
,Savner Bleaches and Chemicals!
,That's it.
,You guys make my favorite teethwhitening strips pearlies for girlies.
,It's unisex.
,The cartoon princess on the label says so.
,I'll sponsor your concert.
,But I'm also looking to invest in other ventures.
,I have a feeling a bright guy like you has some ideas of his own.
,I may have a few eggs ready to hatch in the personal idea nest.
,Why don't you come to my office tomorrow and pitch me your hottest idea?
,Perfect!
,I'll see you then.
,"Oh, that's pretty cool."
,"It's all happening, Ben."
,"Soon I'll have a new career, new crib, new friends."
,"If all goes well, this may be one of the last times I ever have to speak to you."
,"Come with me, I need your help."
,"Thank you so much, everyone, for coming."
,And a special thank you to the city council for their support.
,I was told there'd be a free barbecue buffet?
,Just take some beef jerky andhush!
,This spring we will be holding a massive unity concert to commemorate the merger between Pawnee and Eagleton.
,"This threeday music and arts festival will end on a day we will call ""New Founder's Day,"" an official beginning to our new town."
,"A few years ago, Eagleton put up this wall along the border."
,Now it is time to tear down this wall.
,"In the name of unity, I have given some former Eagletonians the first strike."
,"Take it away, guys."
,This is such a great day for Bees!
,Bees!
,Oh!
,Nobody panic!
,"Ohhh, noooo!"
,Ah!
,It stung me in the eyeball!
,"Oh, man, this is amazing, man."
,The stupid Eagletonians are totally getting the pwned by these bees.
,I'm gonna send this straight to tosh.
,"[Laughing] Ow, [bleep]!"
,[Bleep]!
,"Don't worry, babe, I'll protect you."
,"I got stung once, I'm immune."
,"Go ahead and sting me, bees."
,It does nothing.
,"Leslie, it appears that most of the people that were stung were from Eagleton."
,How did you pull that off?
,I didn't pull anything off.
,The Eagletonians were simply closest to the wall.
,"Plus, one Pawneean was stung in his mouth because he was laughing at the Eagletonians."
,"How did you get your bees into the wall, and how long did it take to plan this hilarious bee prank on Eagleton?"
,"They were not my bees, Trodd."
,And for the last time this was not a prank.
,I did not know that bees were in that wall.
,"I mean, in fact you should treat this like a public service announcement."
,Everybodyshould check their walls for bees.
,"Nice try, prank queen."
,Probably bees in there.
,"Okay, that's all the time I have."
,What else can you do with your bees?
,"Leslie, what's your next prank?"
,Ooh.
,"Leslie, Grant Larson is on the phone from the National Park Service."
,I cannot meet with him right now.
,"We are in crisis mode, okay?"
,"Larry, just tell him I need to reschedule because I am trying to fix my bee hole disaster."
,Okeydokey.
,Wait!
,"No, wait!"
,No!
,"Larry, don't tell him that."
,Don't mention my bee hole.
,"Just as we suspected, John."
,"We repaired the valve stem seal, and now all that remains is to tighten down this packing nut."
,Andthat should do it.
,Can we help you?
,No.
,We have everything under control.
,My crew's redoing this whole floor.
,We're the only people allowed up here right now.
,"Well, proceed with your work."
,You won't notice us at all.
,We're gonna be kinda loud.
,My son is several weeks old.
,He's quite familiar with the sound of power tools.
,"Okay, how about this one Lasik for fingernails?"
,"Cut your fingernails once, never have to cut 'em again."
,All we need is a complicated laser I have no idea how to build.
,Seems impossible.
,All right.
,Uhoh!
,"""Saltweens!"
,""" Saltines for tweens."
,Seemsunnecessary?
,The only business idea I have that's even remotely fleshed out is a restaurant.
,No way.
,"Restaurants were ranked number one in Accounting Magazine's ""Riskiest Businesses"" issue."
,"That was their last issue before they folded, actually."
,Magazines are also very risky.
,"I can't believe an angel investor floated down from the heavens, and I don't even have anything to pitch him."
,"Come on, you must've had one good business idea."
,You're 52 years old!
,"No, I'm not."
,But I do have an idea.
,It's airtight.
,"But I have to warn you, it's not super sexy."
,What is it?
,"Okay, listen up."
,You would be the middleman between dry cleaners and the companies that sell chemicals to dry cleaners.
,Wow!
,Right?
,"You're right, man."
,That is not sexy.
,Leslie Knope's little stunt put three people in the hospital.
,This bee incident is just the latest assault coming from the Pawnee side of this merger.
,Mike Patterson is Eagleton's most tenacious reporter.
,"When he sinks his teeth into something, he's like a dog with a bone!"
,"Oh, my God!"
,You can't lean in to whisper and then yell.
,That's not fair.
,"This merger is so fragile, everyone is on edge, and no one is talking about the unity concert."
,Why would anybody think that was a prank?
,So sad.
,People will believe anything.
,"It was a prank though, right?"
,"No more press, okay?"
,You just have to lay low for a while.
,I promise it'll all blow over.
,"April, your competence and your levelheadedness is very moving to me, and I will follow your advice right after I go to the hospital and apologize to every victim in person."
,"Fine, but no cameras."
,"Fine, I won't bring any."
,Aghh!
,I can't handle all this fighting.
,It's like Thanksgiving 2004 all over again!
,Don't even ask!
,"Somebody follow me, I'm distraught!"
,Who's a big guy?
,"Man, forget about working."
,I just wanna stare at this baby all day.
,What is the nature of your work on this floor?
,"Total redonew floors, fixtures, plumbing."
,How long will it take?
,Six to eight weeks.
,Deal.
,I will do all this work for you in the time allotted.
,Just have your tools and materials brought up here.
,Are you crazy?
,This is enough work for a whole crew.
,"I'm sure the government believed you when you told them that, and I tip my cap to you for profiting off their ignoe."
,"But I'm offering you two months paid vacation and the ability to take credit for my work, which will be flawless."
,Okay.
,"Guys, let's go!"
,I got all help I'll need right here.
,"Okay, this is the really exciting part."
,We buy tetrachloroethylene at $1.
,"60 a gallon, but we sell it back at 2."
,38 a gallon.
,Now I know what you're thinking.
,What if it's a cleaner who wants to buy glycol ethers?
,"Ben, stop!"
,This is so boring!
,This is like listening to a TED talk by the color beige.
,"Look, I know this idea doesn't excite you."
,But I promise it'll make you a lot of money.
,"Well, I sold tons of awesome stuff."
,Guess it makes sense my next challenge is to sell something mindnumbingly dull.
,Dull?
,Does this look dull to you?
,Ahhhh.
,I'm so incredibly sorry.
,"That's very kind of you, Ms."
,Knope.
,I hope you look a lot less gross very soon.
,Hey!
,"Thanks for coming, Knope."
,I knew we were besties.
,"What do you got in there for me, some dirty mags?"
,No!
,These gift baskets are for innocent victims not for jerks who got stung because they were laughing at other people's pain.
,Whatever.
,Got a lotta filth in my kindle anyway.
,We can just hang.
,Wanna come up?
,What?
,We gotta get this.
,Roll camera.
,Tell me when.
,Is my hair okay?
,We good?
,"Welcome to Eagleton Now, with Mike Patterson."
,"We're live ambushing Leslie Knope who's in the middle of a crass publicity stunt, shoving cameras cameras into the faces of these poor, injured victims."
,These are your cameras.
,This is not a publicity stunt.
,I just came here by myself to apologize to all the Eagletonians who got stung.
,Really?
,"Because all we see is you talking to your friend, known Eagleton hater Jeremy Jamm."
,"Excuse me, Mike."
,"That's, uh, best friend."
,Pawneeans and Eagletonians need to find a way to come together and bury the hatchet.
,"It doesn't matter who bailed out who, or who seceded from you."
,"Awesome idea, Lezzie."
,As a matter of fact I say we should secede from Eagleton!
,Whose dumbass idea was it for them to merge anyway?
,Mine.
,It was my idea.
,You heard it here first.
,Selfproclaimed dumbass Leslie Knope and councilman Jeremy Jamm are spearheading a Pawnee secession movement.
,"And I, for one, am sick of it."
,"All right, you know what, Eagleton, enough!"
,Get these cameras outta here!
,"Don't touch my camera, you Pawnee animal!"
,"Namecalling, huh?"
,"Classy move, douche bag."
,Oh!
,All right.
,Is that how you wanna play?
,Yeah!
,Come on!
,No fighting in a hospital.
,There shouldn't be fighting in a hospital!
,Wish I had my ninja stars!
,"Oh, my God!"
,What's happening?
,Oh!
,Motherpuncher!
,"Hey, girl."
,What up?
,What are you wearing?
,It's to distract people from my black eye.
,See?
,It's working.
,Cool.
,"Um well, there is some good news."
,"That Mike Patterson guy's show just aired, everyone is angry, and Jamm is introducing a secession bill at the next city council meeting."
,How is any of that good news?
,It's not.
,I just wanted you to have a brief moment of happiness before you got sadder.
,Those jerks that hate the merger are a minority.
,They're just shouting louder than everyone else.
,I'm sorry this town keeps being stupid and letting you down.
,It sucks.
,"It's okay, April."
,It's fine.
,"You know, it's a challenge."
,"It's just like a big, fun stinking turd nugget."
,It sucks.
,"You're right, everything sucks."
