Character,Line,Season,Episode
Leslie Knope,"Hey, don't even joke about that.",5,18
April Ludgate,What?,5,18
April Ludgate,I really think he's wrong for you.,5,18
Councilman Howser,We now resume the confirmation proceedings for director of the Animal Control Department.,5,18
Jeremy Jamm,Okay.,5,18
Jeremy Jamm,"Let's tear this chick a new one, shall we?",5,18
Jeremy Jamm,"Ms. Ludgate, we have found many emails showing how you sexually harassed Leslie Knope's assistant.",5,18
April Ludgate,Andy?,5,18
April Ludgate,That's my husband.,5,18
Councilman Dexhart,"They were still extremely graphic, and appreciated by all of us.",5,18
Councilman Dexhart,"I had never heard of several of those terms, and I'm a freak.",5,18
April Ludgate,Those are personal.,5,18
April Ludgate,No one's allowed to read those.,5,18
Jeremy Jamm,You once posted a video of yourself drinking alcohol in City Hall while you were still a minor.,5,18
Jeremy Jamm,How do you justify that?,5,18
April Ludgate,Easily.,5,18
April Ludgate,Alcohol is delicious and fun,5,18
Leslie Knope,Damentally a substance that should not be abused.,5,18
Leslie Knope,"I agree, April.",5,18
Leslie Knope,Very good point.,5,18
Jeremy Jamm,Wow.,5,18
Jeremy Jamm,"Ms. Ludgate, are you a ventriloquist?",5,18
Jeremy Jamm,"I mean, that is amazing how you make your words come out of Ms. Knope's mouth.",5,18
Jeremy Jamm,Would you like to put her on your knee?,5,18
Jeremy Jamm,"I mean, that'd be really fun.",5,18
Jeremy Jamm,"Just three years ago, you drove",5,18
Chris Traeger,She is not ready.,5,18
Chris Traeger,"Now, you've rushed her into this, and now, Jamm's sharpening the knives.",5,18
Chris Traeger,"Leslie, no one needs to be jammed today.",5,18
Leslie Knope,"Okay, all we need is some kind of distraction.",5,18
Leslie Knope,Grab that gavel and break your other foot.,5,18
Chris Traeger,"I like the idea of double the signings, but I think the negatives outweigh the positives.",5,18
Leslie Knope,Don't panic.,5,18
Leslie Knope,Maybe she can pull this off.,5,18
April Ludgate,"I guess my first move as director would be to fill your office, house, and car with snakes, and then train a crow to fly up your butt.",5,18
Leslie Knope,Okay! Let's take a brief recess.,5,18
Dennis Feinstein,"Well, well, well.",5,18
Dennis Feinstein,Look who's back.,5,18
Ben Wyatt,"Thank you so much for seeing us again, sir.",5,18
Ben Wyatt,We just came to apologize.,5,18
Andy Dwyer,"Mr. Dennis Feinstein, let me just say, from the bottom of my heart, my bad.",5,18
Andy Dwyer,"I just started working here, and I really want to do a good job, and I blew it.",5,18
Dennis Feinstein,Thank you for saying that.,5,18
Dennis Feinstein,"Thought about it last night, and I decided that if you came in here and apologized to me like a man, that I would forgive you, and that's what you've done, so you're forgiven.",5,18
Dennis Feinstein,"To that end, here is a check for 25,000 dollars for your charity.",5,18
Dennis Feinstein,"Go out there and help some kids with their pink eye, or whatever it is you guys are doing.",5,18
Ben Wyatt,"Mr. Feinstein, thank you.",5,18
Ben Wyatt,This is extremely generous.,5,18
Dennis Feinstein,"It's nothing, really.",5,18
Dennis Feinstein,I'm happy to help.,5,18
Ben Wyatt,"This check is made out to ""Go [bleep] yourself.""",5,18
Dennis Feinstein,In your face! Dennis Feinstein helps no man! Get the hell out of my office!,5,18
Tom Haverford,"Hey, what's your problem, man? -",5,18
Andy Dwyer,Why did you make me - apologize to him?,5,18
Ben Wyatt,"Guys, guys, just hold it-- hold on a sec, okay? Mr. Feinstein, with all due respect you are a major dick.",5,18
Dennis Feinstein,#NAME?,5,18
Ben Wyatt,Run!,5,18
Dennis Feinstein,"Eddie, get my crossbow.",5,18
Andy Dwyer,- Crossbow? What the--,5,18
Dennis Feinstein,You will pay for this!,5,18
Ann Perkins,"Hey, you look better.",5,18
Ann Perkins,I guess actual medicine can be effective.,5,18
Ann Perkins,Who'da thunk?,5,18
Ron Swanson,Please leave me alone.,5,18
Ann Perkins,Not until we go over your test results and your blood work.,5,18
Ann Perkins,Your blood pressure looks fine.,5,18
Ann Perkins,"I'm not sure how this is possible, but your cholesterol is 120, which is the lowest I've ever seen.",5,18
Ron Swanson,"What's ""cholesterol""?",5,18
Ann Perkins,"And the only problem I see is that your potassium's low, so just eat a banana once in awhile.",5,18
Ron Swanson,"No, thank you.",5,18
Ron Swanson,"I live the way I live, I eat the things I eat, and I'll die the way I'll die.",5,18
Ann Perkins,That's oddly beautiful but also stupid.,5,18
Ann Perkins,"You're not alone in the world anymore, Ron.",5,18
Ann Perkins,"You're dating a woman who has two kids, so every three days, think about Ivy and Zoe and Diane, and eat a damn banana.",5,18
Leslie Knope,"I am so sorry, April.",5,18
Leslie Knope,"You are doing terribly up there, and it's all my fault.",5,18
Leslie Knope,"It's not you, it's me.",5,18
April Ludgate,Are you breaking up with me?,5,18
Leslie Knope,I'm breaking up with the idea of you being director of Animal Control.,5,18
Leslie Knope,I say we just withdraw your application and let Vern become director.,5,18
Leslie Knope,He does have good teeth.,5,18
April Ludgate,"No! All right, I have an idea.",5,18
April Ludgate,Trust me.,5,18
Jeremy Jamm,"Ms. Ludgate, it is the opinion of this committee that you are terrible.",5,18
Jeremy Jamm,Can you give me even one reason why you're the right man for this job?,5,18
April Ludgate,No.,5,18
April Ludgate,But neither is your guy.,5,18
April Ludgate,Neither of us should get the job.,5,18
Jeremy Jamm,"Oh, no? Why is that?",5,18
April Ludgate,There shouldn't be a separate Animal Control Department.,5,18
April Ludgate,"Its budget is tiny, and it's ineffective, and frankly, no one could change that.",5,18
April Ludgate,So I think it should be absorbed into the Parks Department.,5,18
Leslie Knope,That is a genius idea.,5,18
Leslie Knope,Somebody wake up Milton.,5,18
Leslie Knope,History is being made.,5,18
Councilman Milton,Iwo Jima!,5,18
April Ludgate,"Animal Control would be way more effective if it ran through the Parks Department, and if you want, I can write up an official report in language simple enough for even you dummies to understand, dummies.",5,18
Chris Traeger,"Councilman, you have to admit that that idea makes a lot of sense.",5,18
Jeremy Jamm,Hang on a second.,5,18
Jeremy Jamm,"You seem to be forgetting that I already told Vern he got the job, and he already bought a new speedboat.",5,18
Leslie Knope,"Well, I hope he kept a receipt.",5,18
Leslie Knope,"That was a brilliant idea from a dark, tortured genius, and I move that Animal Control be absorbed into Parks and Rec.",5,18
Councilman Howser,I second that.,5,18
Leslie Knope,Yay!,5,18
Leslie Knope,"Look at that, April.",5,18
Leslie Knope,You won over Jamm.,5,18
Jeremy Jamm,"Uh, no, she didn't.",5,18
Jeremy Jamm,I'm just sick of being on the losing side.,5,18
Jeremy Jamm,I'm going to tell everyone this was my idea.,5,18
Jeremy Jamm,Retro-jammed.,5,18
Andy Dwyer,What do we do now? Can I apologize again? I'm getting really at apologizing.,5,18
Tom Haverford,Screw that.,5,18
Tom Haverford,You should apologize for apologizing to that guy.,5,18
Ben Wyatt,"God, we really could've used the money, though.",5,18
Ben Wyatt,Just wish we'd made a bigger impression.,5,18
Tom Haverford,"You did-- I was really impressed by all the stuff the foundation's done for all them poor homies, so you know what? Rent-A-Swag is gonna donate five cents from every dollar we make this month.",5,18
Tom Haverford,"It's not Feinstein money, but it'll help.",5,18
Ben Wyatt,"That's very generous, Tom.",5,18
Ben Wyatt,Feinstein's the worst.,5,18
Ben Wyatt,I hope he gets into an accident driving that Rolex Mobile.,5,18
Tom Haverford,"For the last time, it's a Rolexus, and you can't drive it.",5,18
Leslie Knope,"April, I have a gift for you.",5,18
Leslie Knope,Ta da.,5,18
Chris Traeger,"At Leslie's suggestion, I have made you deputy director of Animal Control within the Parks Department.",5,18
Chris Traeger,"You'll be amazing at it, and the best part, there is no confirmation hearing.",5,18
April Ludgate,How did you make this plaque so quickly?,5,18
Leslie Knope,I had it made your first week here.,5,18
Leslie Knope,"I knew you'd be going places, so I wanted to be prepared.",5,18
April Ludgate,Can I hire an intern?,5,18
Leslie Knope,Not yet.,5,18
April Ludgate,Can I hire a Mexican elf?,5,18
Leslie Knope,No.,5,18
April Ludgate,Can I buy a child bride?,5,18
Leslie Knope,No.,5,18
April Ludgate,Then how is this even a promotion?,5,18
Leslie Knope,Government shouldn't operate based on personal favors.,5,18
Leslie Knope,It should operate based on good ideas.,5,18
Leslie Knope,"April had the best idea, and today the best idea won.",5,18
Chris Traeger,"Leslie, I really have to go to the bathroom.",5,18
Leslie Knope,"Oh, yeah, right, sorry.",5,18
Chris Traeger,You don't have to come in with me.,5,18
Leslie Knope,I wasn't going to.,5,18
Chris Traeger,Could you pick up the pace a little bit?,5,18
Leslie Knope,"Oh, yes, Miss Daisy.",5,18
Donna Meagle,"Night, Ron.",5,18
Jerry Gergich,"Night, Ron.",5,18
Ron Swanson,"Ladies, ladies.",5,18
,,5,18
,,5,18
,Season: 5 Episode: 19,5,19
Leslie Knope,Ted!,5,19
Leslie Knope,Ted!,5,19
Leslie Knope,Ted!,5,19
Leslie Knope,Ted!,5,19
Leslie Knope,Ted!,5,19
Leslie Knope,Ted!,5,19
Leslie Knope,"Article Two, Section Two of the Pawnee Charter reads, ""Be it decreed: Should the taxation of tea ""rise to an unacceptable level, citizens shall dump Ted into Ramsett Lake.""",5,19
Leslie Knope,Does anyone object?,5,19
Theodore,"As always, I object.",5,19
Garth Blunden,"Nay, enough dithering!",5,19
Garth Blunden,Dump the miscreant!,5,19
Garth Blunden,Boo!,5,19
Leslie Knope,"Today is Ted Party Day, where we commemorate the great Pawnee tea dump of 1817.",5,19
Leslie Knope,"Historical fun fact when the Founding Fathers wrote the charter, their oldtimey script made one of the ""a""s look like a ""d,"" so ""tea"" became ""Ted.""",5,19
Leslie Knope,It's just one of those little things that reminds us of Pawnee's rich and vibrant past.,5,19
Leslie Knope,"Plus, we get to go find a guy named Ted and throw him in a lake.",5,19
Leslie Knope,One!,5,19
Theodore,I don't even go by Ted!,5,19
Leslie Knope,Two!,5,19
Theodore,I go by Theodore!,5,19
Leslie Knope,Three!,5,19
Theodore,Aah!,5,19
Andy Dwyer,"Hey, Ted.",5,19
Andy Dwyer,Great job today.,5,19
Andy Dwyer,"You were so funny when you were like, ""My cell phone, I left it in my pocket.""",5,19
Andy Dwyer,"Then you checked it, remember, and it didn't work.",5,19
Theodore,"Yeah, that was hilarious.",5,19
Theodore,"Listen, I am just here to say that I am done with Ted Party Day.",5,19
Andy Dwyer,Ha!,5,19
Andy Dwyer,Classic Ted.,5,19
Theodore,I'm serious.,5,19
Theodore,I'm not getting dumped in that lake anymore.,5,19
Theodore,"And I talked to the other Teds in town, and they're not doing it either.",5,19
Leslie Knope,"Come on, Ted Party Day is protected by Article Two in the town charter.",5,19
Leslie Knope,"And we have the right, nay, the obligation, to dump Ted into the lake every year.",5,19
Leslie Knope,That's the way it's always been done.,5,19
Theodore,"Okay, first of all, ""That's the way it's always been done"" is not a good reason to keep doing something.",5,19
Theodore,"Second, it was a misprint.",5,19
Theodore,"They clearly meant ""tea.""",5,19
Leslie Knope,I just think you need to be careful about speculating what the Founders meant when they were writing the town charter.,5,19
Theodore,"Okay, fine.",5,19
Theodore,You want to enforce every single old law we have on our books?,5,19
Theodore,"Hey, can I see your keys for a second?",5,19
Theodore,Here's a quarter.,5,19
Theodore,I own your car now.,5,19
Tom Haverford,Wha,5,19
Theodore,Sorry.,5,19
Theodore,The Pawnee Charter clearly states that any white citizen has the right to seize any Indian property for 25 cents.,5,19
Leslie Knope,That is an outdated and racist law.,5,19
Leslie Knope,"And obviously they meant ""American Indian.""",5,19
Theodore,"Whoa, I think we should be careful when we speculate what the Founders intended when they wrote the charter.",5,19
Leslie Knope,"Okay, Ted.",5,19
Leslie Knope,I know what you're doing.,5,19
Leslie Knope,You're quoting me back to me.,5,19
Leslie Knope,But I'm gonna quote me back to you and say that Ted Party Day will never change.,5,19
Theodore,Uhoh.,5,19
Theodore,"You, a woman, just raised your voice to a landowning male.",5,19
Theodore,"According to a Pawnee statute passed in 1868, I get to do this.",5,19
Leslie Knope,I was not aware of that statute.,5,19
April Ludgate,"Ron, you have to help me.",5,19
April Ludgate,Chris is making me do some stupid management training leadership course.,5,19
Chris Traeger,"Now that you run the Animal Control department, you have qualified for the Chris Traeger Management Training Seminar or ""Katumts.""",5,19
Chris Traeger,"It's not a great acronym, but it is a great seminar.",5,19
April Ludgate,Can you get me out of it?,5,19
Ron Swanson,Yes.,5,19
Ron Swanson,"Normally, if given a choice between doing something and nothing, I'd choose to do nothing.",5,19
Ron Swanson,But I will do something if it helps someone else do nothing.,5,19
Ron Swanson,I'd work all night if it meant nothing got done.,5,19
Chris Traeger,"Ron Swanson and April Ludgate, literally my two favorite people in the catalogued universe.",5,19
Ron Swanson,April will not be participating in your pointless course because she has more important things to do like not participating in your pointless course.,5,19
Chris Traeger,I just want April to become as great a department head as yourself.,5,19
Ron Swanson,Which is why this is pointless.,5,19
Ron Swanson,"I've been head of the Parks department for 12 years, and I never had any ""management training"" course.",5,19
Chris Traeger,"Ron, you've never been ""katumtsed?""",5,19
Chris Traeger,I am legally required to katumts every department head.,5,19
Chris Traeger,"Otherwise, we are open to all kinds of liability.",5,19
Ron Swanson,What are you saying?,5,19
Chris Traeger,"I'm saying that tomorrow during the seminar, April is going to have a classmate.",5,19
Chris Traeger,And spoiler alert,5,19
April Ludgate,it's Alf.,5,19
Chris Traeger,It's you.,5,19
Ron Swanson,This went poorly.,5,19
Ann Perkins,"What, no.",5,19
Ann Perkins,Damn it!,5,19
Donna Meagle,What are you bidding on?,5,19
Donna Meagle,It better not be Terrence Howard's tank top from Hustle & Flow.,5,19
Ann Perkins,It is not.,5,19
Donna Meagle,Good.,5,19
Donna Meagle,"Cause I am bidding on it and I am ready to spend an amount that my accountant calls ""Dangerous and irresponsible.""",5,19
Ann Perkins,JJ's diner put an old waffle iron up for auction.,5,19
Ann Perkins,It's the perfect breakfast day gift for Leslie.,5,19
Donna Meagle,"""Breakfast day""?",5,19
Ann Perkins,Leslie has anniversaries for everything.,5,19
Ann Perkins,"""Zoo day,"" first time we went to the zoo together.",5,19
Ann Perkins,"""Double date day,"" it was the first time we went on a double date.",5,19
Ann Perkins,"""Daniel DayLewis day.""",5,19
Ann Perkins,"""Talk like a pirate day"".",5,19
Ann Perkins,"Talk like a Pittsburgh pirate day,"" which why and how?",5,19
Ann Perkins,This calendar was last year's calendar day present celebrating the first time she ever bought me a calendar.,5,19
Donna Meagle,You have to buy a present for every one of these?,5,19
Ann Perkins,"She always tells me not to, but then she buys me something that's awesome and thoughtful, and then I feel terrible.",5,19
Ann Perkins,But that's the thing.,5,19
Ann Perkins,This is the perfect present.,5,19
Ann Perkins,"I just keep getting outbid by someone named ""Tall Tiereeon Lannister.""",5,19
Ann Perkins,What kind of name is Tiereeon anyway?,5,19
Donna Meagle,"You're kidding, right?",5,19
Donna Meagle,Tyrion Lannister?,5,19
Donna Meagle,Lord of Casterly Rock?,5,19
Donna Meagle,The Half Man?,5,19
Donna Meagle,You don't watch Game of Thrones?,5,19
Ann Perkins,No.,5,19
Ann Perkins,You do?,5,19
Donna Meagle,Hell yeah.,5,19
Donna Meagle,Have you seen those Dothraki dudes?,5,19
Donna Meagle,They can get it.,5,19
Donna Meagle,Everybody on that show can get it.,5,19
Ann Perkins,I think I know who I'm bidding against.,5,19
Leslie Knope,"I now realize that I was wrong, and it's time that we purged the books of many of our town's outdated and obscure laws.",5,19
Leslie Knope,"The bill that I have written with the full support of the city council will repeal 110 obsolete laws such as all menstruating women shall be confined to their bathtubs and Article Two, aka, Ted Party Day.",5,19
Leslie Knope,The floor is now open for public comments.,5,19
Leslie Knope,"Oh, here we go.",5,19
Garth Blunden,Thank you.,5,19
Garth Blunden,"My name is Garth Blunden, and I object to your ridiculous proposal.",5,19
Garth Blunden,The Pawnee Charter shall not be changed.,5,19
Garth Blunden,"Not today, not ever!",5,19
Leslie Knope,"Wow, a lot of passion, Mr. Blunden.",5,19
Leslie Knope,Thank you so much.,5,19
Leslie Knope,Your objection is noted and officially in the record.,5,19
Leslie Knope,Shall we proceed to a vote?,5,19
Garth Blunden,No.,5,19
Garth Blunden,"No, we shall not.",5,19
Garth Blunden,"Article Seven, Section Three allows for a ""Citizen filibuster.""",5,19
Garth Blunden,"If I stand here and refuse to yield my time, you are prohibited from voting on the bill.",5,19
Leslie Knope,"That section defines ""Buffalo meat"" as acceptable currency.",5,19
Garth Blunden,Is that the Buffalo meat one?,5,19
Leslie Knope,Mmhmm.,5,19
Garth Blunden,"I meant Article Three, Section Seven.",5,19
Garth Blunden,Let the filibustering begin.,5,19
Garth Blunden,I would now like to share some ideas I have for J.J. Abrams' seventh chapter in the Star Wars' saga.,5,19
Garth Blunden,Pan down from the twin suns of Tatooine.,5,19
Garth Blunden,We are now close on the mouth of the Sarlacc Pit.,5,19
Garth Blunden,"After a beat, the gloved Mandalorian armor gauntlet of Boba Fett grabs onto the sand outside of the Sarlacc Pit and the feared bounty hunter pulls himself from the maw of the sand beast.",5,19
Leslie Knope,"Ugh, he's right.",5,19
Leslie Knope,He can do this.,5,19
Leslie Knope,This is exactly why we need to modernize these laws.,5,19
Leslie Knope,This kind of thing made sense when we had council in a barn and there were but now this is nuts.,5,19
Garth Blunden,"If he holds the reality gem, that means he can jump from different realities.",5,19
Garth Blunden,This will be our link to the Marvel Universe from the Star Wars Universe.,5,19
Garth Blunden,Imagine those who were up against Chewbacca 'cause that's gonna happen.,5,19
Garth Blunden,"After a beat, Luke says, ""Darth Vader was my father, but Ben Kenobi was my master.""",5,19
Garth Blunden,And he cuts Hannibal Lecter in half.,5,19
Leslie Knope,"Mr. Blunden, look, the laws I'm trying to get rid of have no more relevance in modern society and they're embarrassing to Pawnee.",5,19
Leslie Knope,Repealing them would show that we're changing with the times.,5,19
Garth Blunden,You can't just change the charter willynilly.,5,19
Garth Blunden,"You start by casually repealing a couple of ""old laws,"" the next thing you know, your jackbooted storm troopers are kicking in my door and arresting my wife for no reason if I were married.",5,19
Leslie Knope,"By ""jackbooted storm troopers,"" do you mean the Pawnee Police Department?",5,19
Leslie Knope,"Hey, Clyde.",5,19
Extra,"Hi, Leslie.",5,19
Extra,Good Danish today.,5,19
Garth Blunden,"The Pawnee charter is not a ""living document,"" Ms. Knope.",5,19
Garth Blunden,You have no respect for the traditions of this town.,5,19
Leslie Knope,I absolutely do.,5,19
Leslie Knope,I used to give tours at the Pawnee Historical House.,5,19
Leslie Knope,"Three times, ""Employee Of The Fortnight.""",5,19
Garth Blunden,"Oh, big deal, you put on a costume for a couple hours.",5,19
Garth Blunden,"By that logic, every time I go to bed at night, I am Wolverine.",5,19
Leslie Knope,You bought XMen pajamas?,5,19
Garth Blunden,"I won them, madam, in a raffle.",5,19
Leslie Knope,"The point is is that our Founding Fathers were brilliant and they were courageous, but they also had wooden teeth and pooped in holes in the ground.",5,19
Leslie Knope,It was a more primitive time.,5,19
Garth Blunden,It was a better time.,5,19
Garth Blunden,You wouldn't have survived two weeks in their day.,5,19
Leslie Knope,"Oh, really?",5,19
Leslie Knope,How about a little wager?,5,19
Leslie Knope,"How about you and I go live in that historical house, no modern technology, If you last longer, I withdraw my bill.",5,19
Leslie Knope,"I win, you stop this nonsense.",5,19
Garth Blunden,You have yourself a deal.,5,19
Chris Traeger,"Please write down what you hope to gain from the seminar, seal it in the envelope, and then we'll open it when it's over.",5,19
Ron Swanson,When is this over?,5,19
Chris Traeger,As soon as you learn to embrace the power of positive motivation.,5,19
Chris Traeger,It's a nine hour seminar over two days.,5,19
April Ludgate,Whoa!,5,19
Ron Swanson,"Oh, good.",5,19
Chris Traeger,"All right, let's begin.",5,19
Chris Traeger,"Hop on board ""The Management Train.""",5,19
Chris Traeger,First stop Motivation Station.,5,19
Chris Traeger,All aboard!,5,19
Ann Perkins,Stop bidding on my waffle iron.,5,19
Ben Wyatt,You're FutureMrsTigerWoods?,5,19
Ann Perkins,"I made that profile, like, ten years ago.",5,19
Ann Perkins,I don't know how to change it.,5,19
Ann Perkins,The point is I'm getting that waffle iron for Leslie for breakfast day.,5,19
Ben Wyatt,"Uh, no, you're not.",5,19
Ben Wyatt,I'm getting it for her for waffle day.,5,19
Ben Wyatt,"Wait, you have a breakfast day too?",5,19
Ben Wyatt,Mine's in June.,5,19
Ann Perkins,"Please, Ben.",5,19
Ann Perkins,"This is the celebration of the anniversary of the first time we hung out at JJ's, which she considers the beginning of our friendship.",5,19
Ben Wyatt,"Well, imagine being married to her.",5,19
Ben Wyatt,It's like being smothered with a hand quilted pillow filled with cherished memories.,5,19
Ben Wyatt,I can't believe I'm complaining about how thoughtful my wife is.,5,19
Ben Wyatt,"Sorry, honey.",5,19
Ben Wyatt,I love you.,5,19
Ann Perkins,"Look, I have known her for longer, I have five years' worth of anniversaries, so I have seniority.",5,19
Ben Wyatt,"Oh, God.",5,19
Ben Wyatt,"Oh, no.",5,19
Ben Wyatt,We've lost the auction.,5,19
Ann Perkins,What no.,5,19
Ben Wyatt,"Somebody swooped in at the last second, and now we're both screwed.",5,19
Ben Wyatt,No.,5,19
Ann Perkins,"Okay, Tyrion Lannister, why don't you just cast a spell and get us the waffle iron back?",5,19
Ben Wyatt,"Oh, okay.",5,19
Ben Wyatt,I don't even have time to tell you how wrong you are.,5,19
Ben Wyatt,"Actually, it's gonna bug me if I don't.",5,19
Ben Wyatt,"The Lannisters, while very wealthy, do not possess the magical abilities of, say, the warlocks of Qarth for example.",5,19
Ann Perkins,This is why we don't hang out.,5,19
Chris Traeger,Think of yourselves as engineers steering a locomotive of positivity that runs on team power.,5,19
Ron Swanson,"First of all, you don't ""steer"" a locomotive.",5,19
Ron Swanson,The tracks do.,5,19
Ron Swanson,"Second, there are only three ways to motivate people money, fear, and hunger.",5,19
Chris Traeger,"Oh, I disagree.",5,19
Chris Traeger,"What about encouragement, appreciation, and smiles.",5,19
Chris Traeger,"When people feel supported, they will literally explode with productivity.",5,19
April Ludgate,Can you guys just figure out which way is better and tell me so we can leave?,5,19
Chris Traeger,"Thank you for your input, April, but the katumts requires that we follow a very specific syllabus.",5,19
April Ludgate,"You're not being very inclusive, Chris.",5,19
April Ludgate,I feel like my input isn't being appreciated.,5,19
April Ludgate,You've killed my spirit.,5,19
April Ludgate,My spirit blood is on your hands.,5,19
Chris Traeger,"My God, I've taught you so much already.",5,19
Chris Traeger,"Ron, I propose a challenge to see whose motivational methods are more effective.",5,19
Ron Swanson,Challenge accepted.,5,19
Chris Traeger,"I don't want to seem overdramatic, but this is literally a battle for April's soul.",5,19
Ron Swanson,"I don't want to seem overdramatic, but I don't really care what happens here.",5,19
Andy Dwyer,"Oh, God.",5,19
Andy Dwyer,I hate this place.,5,19
Tom Haverford,Everything is old.,5,19
Tom Haverford,Old things are dumb.,5,19
Tom Haverford,"It's like, just be new.",5,19
Leslie Knope,"I don't know, Tom.",5,19
Leslie Knope,I think there's some pretty cool things from back then.,5,19
Tom Haverford,That is a dope bonnet.,5,19
Garth Blunden,"Oh, just getting here, I see.",5,19
Leslie Knope,Yikes.,5,19
Leslie Knope,Did you sleep here last night?,5,19
Garth Blunden,Indeed.,5,19
Garth Blunden,I want to be here when the cock crows to get the chores done.,5,19
Garth Blunden,"Already, I've done the preserves and chased off an interloping cable installer.",5,19
Leslie Knope,"Okay, well, let's put all modern devices in this pail.",5,19
Leslie Knope,Nothing can be used that was invented past 1817.,5,19
Leslie Knope,"Andy, Tom, you will be our referees.",5,19
Leslie Knope,Thank you for volunteering.,5,19
Tom Haverford,Definitely didn't volunteer.,5,19
Tom Haverford,I had much better things to do.,5,19
Tom Haverford,Leslie said she'd pay me 100 bucks.,5,19
Andy Dwyer,And I had nothing better to do.,5,19
Andy Dwyer,I'm doing it for free.,5,19
Leslie Knope,There's no way I'm losing this contest.,5,19
Leslie Knope,Oldtimey dress?,5,19
Leslie Knope,Check.,5,19
Leslie Knope,Extensive knowledge about early prairie life?,5,19
Leslie Knope,Right here.,5,19
Leslie Knope,Rickets?,5,19
Leslie Knope,Cured.,5,19
Leslie Knope,Don't need to worry about rickets.,5,19
Leslie Knope,Antiperspirant?,5,19
Leslie Knope,Not allowed.,5,19
Leslie Knope,Might get a little rough in there.,5,19
Ben Wyatt,I was wondering if you could help me out.,5,19
Herman,Say no more.,5,19
Herman,Here's a bunch of guns.,5,19
Ben Wyatt,Nope.,5,19
Ben Wyatt,Different thing.,5,19
Ben Wyatt,I saw that you recently won an auction for the JJ's diner waffle iron.,5,19
Ben Wyatt,And I'd like to that's it right there.,5,19
Ben Wyatt,I'd like to buy it.,5,19
Ben Wyatt,You and everyone else.,5,19
Ann Perkins,"Hello, Ben.",5,19
Ann Perkins,Seems like I love Leslie more than you do.,5,19
Ann Perkins,Get in line.,5,19
Extra,Yeah.,5,19
Extra,"Get in line, pal.",5,19
Ben Wyatt,Who are you?,5,19
Extra,I'm Roz.,5,19
Extra,"I'm Leslie's mailwoman, and I need to get her a Mail Day present by next Wednesday.",5,19
Extra,It's the anniversary of the first,5,19
Ben Wyatt,Time you delivered her mail.,5,19
Ann Perkins,Time you delivered her mail.,5,19
Ben Wyatt,"Yeah, we get it.",5,19
Ann Perkins,"Yeah, we get it.",5,19
Herman,Looks like we've got ourselves an oldfashioned pawnshop waffle iron bidding war.,5,19
Herman,"Let's start the bidding at 650,000 dollars.",5,19
Ben Wyatt,"Okay, I'll counter with 100 bucks.",5,19
Ann Perkins,200,5,19
Extra,I'll let you take anything out of this bag.,5,19
Herman,"I'll tell you what, Ann.",5,19
Herman,I'll give it to you if you go on a date with me.,5,19
Ann Perkins,"Oh, God.",5,19
Ann Perkins,"I can't believe I'm about to do this, but fine.",5,19
Ann Perkins,One date.,5,19
Ann Perkins,But let me make one thing perfectly clear,5,19
Ben Wyatt,500 bucks.,5,19
Herman,Sold.,5,19
Ann Perkins,What?,5,19
Herman,You still want to go out?,5,19
Herman,I just come into some money.,5,19
Herman,$500 buys a lot of nitrous.,5,19
Garth Blunden,"Yeah, nothing warms the blood like an old whirlybout with the old buttergyre, eh, Leslie?",5,19
Leslie Knope,Indeed.,5,19
Leslie Knope,"Man, this guy's tougher than I thought.",5,19
Tom Haverford,I don't know how either of you guys are doing this.,5,19
Tom Haverford,"One time my refrigerator stopped working, I didn't know what to do.",5,19
Tom Haverford,I just moved.,5,19
Leslie Knope,I just don't think he's ever gonna quit.,5,19
Leslie Knope,He has that look in his eye that Ben gets when he plays Risk.,5,19
Andy Dwyer,"Oh, wow.",5,19
Andy Dwyer,That is really good.,5,19
Leslie Knope,Andy.,5,19
Andy Dwyer,"No, I'm sorry.",5,19
Andy Dwyer,This tastes great.,5,19
Andy Dwyer,All my favorite foods have butter on 'em.,5,19
Andy Dwyer,"Pancakes, toast, popcorn, grapes.",5,19
Andy Dwyer,Butter is my favorite food.,5,19
Leslie Knope,"Well, then you're gonna love what I'm churning up.",5,19
Leslie Knope,"Take a look at Oh, my God.",5,19
Leslie Knope,This is horrifying.,5,19
Leslie Knope,Nobody eat that.,5,19
Leslie Knope,I think I'm in over my head.,5,19
Leslie Knope,Garth really knows his stuff.,5,19
Leslie Knope,He planted an entire field of barley.,5,19
Leslie Knope,How long is he planning on staying here?,5,19
Garth Blunden,"Hey, um, aren't we husband and wife in this scenario?",5,19
Garth Blunden,"I mean, like, shouldn't you",5,19
Leslie Knope,Not a chance.,5,19
Garth Blunden,Okay.,5,19
Leslie Knope,"Wait, what's that?",5,19
Leslie Knope,Do you guys feel that?,5,19
Leslie Knope,Aah!,5,19
Leslie Knope,How long was that under there?,5,19
Tom Haverford,"Man, Garth is a machine.",5,19
Tom Haverford,He brought his own whale blubber to light the lamps.,5,19
Leslie Knope,I thought he was gonna last an hour max.,5,19
Leslie Knope,It's like he's getting stronger the longer he stays here.,5,19
Garth Blunden,Whee!,5,19
Garth Blunden,"Look at my hoop, Leslie.",5,19
Garth Blunden,Look at my hoop!,5,19
Tom Haverford,Ugh!,5,19
Tom Haverford,Who could live like this?,5,19
Leslie Knope,No one.,5,19
Leslie Knope,That's why we've moved on.,5,19
Leslie Knope,"It's fun to be here on, like, a school field trip or something.",5,19
